NOTES FOR MIGRATION TEAM,Name,Description,Region,Type,City,Partners,Image 1,Image 2,Image 3,Image 4,Image 5,Library,Shop,Restaurant,Additional Restaurants ,Bar,Gym,Spa,Jacuzzi,Pool,Sauna ,Steam Room,Massage,Elevator,Laundry,Room Service,Meals Available,Food & Drink Description,WiFi,Phone Signal,Capacity,Year Built,Minimum Age,Check in Time,Check Out Time,Inspected by 1,Date 1,Inspection Notes 1,Inspected by 2,Date 2,Inspection Notes 2,Inspected by 3,Date 3,Inspection Notes 3,What we like about this hotel,We think its worth noting,Recommendations,Swooper,What they say about this accommodation,Video URL,FAQs,"Location
(Ground Accommodation only)",Breakfast End Time,"Check in Time
(with ranges)","Check Out Time
(with ranges)"
,Hotel Los Ponchos,"Swoop's favourite Calafate hotel. A Poncho is a native garment for both warmth and protection, and this hotel in El Calafate offers this and more. A stylish boutique hotel with an elegant rustic charm, it's a great option for those wanting to be well looked after during their time in Patagonia. The hosts make sure your stay is cozy and relaxing, with breakfast being served either in the restaurant or in your room if you prefer. Located just far enough away from the centre to be peaceful, and with wonderful access to Lake Argentino, yet within walking distance to the shops and restaurants of the centre of town.",Los Glaciares,Premium Boutique Hotel,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/PONCHOS_4_PONCHOS_RTD_LOS-PONCHOS.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Luciano K,"This option mixes character and original charm with a modern twist in a fun neighbourhood a stone's throw from Santa Lucia Hill. The staff are friendly and helpful. There's a rooftop bar, decent food and a (tiny) pool. It's a good choice for those looking for a lower-end boutique hotel. The homemade breakfasts are a great addition too.",Santiago,Standard Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_PRIV_Luciano_K_.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Malalhue,"A family hotel with 24 rooms and 15 years of history in the town of Pucón, in a central location to discover the wonderful experiences that this area offers. The hotel has a warm and friendly atmosphere with a particular mountain style, which is known for its woods and local materials. It has a delicate, fresh and welcoming atmosphere, where you will find rest, comfort and good service.",CL Lakes,Standard Hotel,Pucon,Birds Chile,https://imgix.swoop-patagonia.com/SuperiorRoom_Malalhue.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Pehoe,"The simple but comfortable Hotel Pehoe sits in an unrivalled position in the national park, on an island on the Pehoe Lake. It is one of the oldest hotels in the park so is rather tired in places and the furnishings could be described as traditional. It makes an interesting base for one night if doing a self-drive through the park, but don't expect fine dining or any type of luxury.",Torres del Paine,Standard Hotel,Torres del Paine,,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Hosteia_Pehoe-1.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Peninsula Valdés,"A contemporary mid-range hotel in an excellent location in the heart of town, right on the sea front, with panoramic views of the Golfo Nuevo. It is just a few minutes' walk from the beach, and has a spa, gym and bar.",Peninsula Valdes,Standard Hotel,Puerto Madryn,Causana Viaje,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Hotel_Peninsula_Valdes.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Puelche,"Hotel Puelche enjoys a great location near the centre of Puerto Varas. The hotel exterior is typical of many traditional buildings in the area and inside there's a boutique feel with just 21 rooms. The warm and friendly ambience, plus the high level of comfort, make this an ideal place to relax and unwind after a day of adventure in the outdoors. There's also a fantastic gourmet burger bar which serves local beers!",CL Lakes,Boutique Hotel,Puerto Varas,Birds Chile,https://imgix.swoop-patagonia.com/PUELCHE_4_PUELCHE_RTD_Room-at-Hotel-Puelche-Puerto-Varas.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Rio Serrano,"Located in the Pueblito Serrano on the southern edge of the national park, this hotel has breathtaking views of the whole Paine Massif, with the winding Serrano River in the foreground. As it is located almost in the centre of the park, it makes a great self-drive base if you don't want to move accommodation or as a mid-range all-inclusive option. There are estancias in this area of the park, which makes it a good base for horse riding.",Torres del Paine,Standard Hotel,Torres del Paine,,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Hotel_Rio_Serrano-bedroom.jpg,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,Included,Included,Included,Included,Included,Included,Included,TRUE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,200,2001,,16:00:00,12:00:00,,,,,,,,,,,,,Felipe Cruzat,"Rio Serrano is popular with groups so has a lively atmosphere, but is a big step up from some of the budget and mid-range accommodation options in Torres del Paine, and the views of the Cuernos will take your breath away...",,,,,16:00,12:00
,Hotel Solace,"Located near the metro, this 4-star hotel has 108 uniquely-styled modern and spacious rooms. The highlight is undoubtedly its rooftop terrace with a pool and bar, providing one of the best places to see the sunset and the city’s stunning skyline. With a noteworthy in-house Mediterranean restaurant, this modern hotel is both comfortable and great value for your time in Santiago.",Santiago,Premium Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/HotelSolace_4_HotelSolace_ALL_Swimming-Pool-Hotel-Solace-Santiago.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Ultimo Paraiso,"Ultimo Paraiso is our top hotel choice in Cochrane – a homely place to stay just two blocks from Cochrane's main square. This hotel has everything you need for a very comfortable stay in this little town. Wooden cladding inside and out give it a real mountain lodge feel. It has seven rooms for up to three people in each and all have modern en suite bathrooms. For breakfast, help yourself to a buffet of cereals, breads, cakes, fruits, cheeses and meats. Close to Patagonia National Park's Chacabuco Valley, the San Lorenzo and San Valentin mountains and the Baker River, there's plenty to do here for nature lovers.",Aysen,Standard Hotel,Cochrane,Senderos Aysen,https://imgix.swoop-patagonia.com/SWO_3_ALL_SarahSchneider-hotel-ultimo-paraiso-aysen.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Hotel Veat,"A minimalistic hotel incorporating solar energy and with a strong sustainable ethos. It is located in the centre of town and provides a warm and relaxed atmosphere with 15 modern-styled rooms that are functional and filled with light. The hotel’s restaurant, Santolla, is proud to serve many vegan dishes as part of its menu. In addition, the property features a sauna, a wooden outdoor jacuzzi and magnificent views of the surrounding landscape.",Torres del Paine,Standard Hotel,Puero Natales,"Cascada, Chile Nativo, Southbound",https://imgix.swoop-patagonia.com/HOTEL-IF_4_HOTEL-IF_RTD_HOTEL-IF.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Intersur,"Large, functional and well-located, the Intersur is a good lower cost option in Recoleta, which offers clean, spacious and private rooms. If you are looking for a central base and a quiet place to stay this hotel is a great option - it has everything that you'd expect of a hotel of this standard.",Buenos Aires,Standard Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/HT_4_HT_ALL_intersurBA.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Italiano,"Italiano is one of three campsites in Torres del Paine maintained by CONAF, the national park authority. It's not in proximity to any refugios, so you have nature all to yourself. When operating, the campsite must be booked in advance. Only simple facilities are on offer: wood platforms for pitching tents, cooking shelter and a long-drop toilet. There are no showers.",Torres del Paine,Camping,Torres del Paine,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Japones,Japones is a remote campsite with no facilities and only a limited number of pitches. It can only be used when booked in advance with CONAF (the national park authority) and when hiking with a guide.,Torres del Paine,Camping,Torres del Paine,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Jose Nogueira,"Situated right on the main square, this hotel is in a fantastic central location, just five minutes walk from the main street of restaurants and cafes, the bus station and the port. It has a slightly less polished feel than the other upmarket hotels in the town but is in a beautiful old building with more character than the other upmarket options.",Torres del Paine,Premium Hotel,Punta Arenas,,https://imgix.swoop-patagonia.com/HOTEL_3_HOTEL_PRIV_Jose_Nogueira.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Kaulem,"This four-bedroom boutique hotel, with views of Fitz Roy from your room and breakfast table, feels like a home away from home. It is ideal for a small group of 6-8 people with a cosy sitting room and floor to ceiling glass so you really feel a connection with the mountains, even when indoors. They also serve a mean breakfast that will turbo-power you into the hills.",Los Glaciares,Boutique Hotel,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_4_SWO_ALL_Kaulem.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Kimal,"Absolutely central is the three-star boutique Kimal - akin to a small and charming adobe village where the bedrooms are individual huts. They have a simple spa, something which most other hotels in this category don't have. For those on a budget who want comfort in a central location, this place is ideal.",Atacama,Standard Hotel,San Pedro de Atacama,Southbound,https://imgix.swoop-patagonia.com/Kimal.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Kosten Aike,"The incredibly friendly staff and playroom (table football, pool and table tennis) make the Kosten Aike a good, comfortable hotel for families and groups. Its location just 200m from the main street makes it great for eating out nearby and for visiting the local artisan shops. It's not the quietest of El Calafate's hotels, but certainly great value for money.",Los Glaciares,Premium Hotel,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/Kosten_Aike.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,La Casa de Eugenia,"Set in the mountain town of San Martin de los Andes, this hotel is within easy reach of Lake Lacar and is a comfortable base for trekking, fly-fishing and all the other activities available in this region. Facilities in the rooms are good, and dinner can be found in one of a selection of restaurants within a few minutes' walk of the hotel.",Arg Lakes,Boutique Hotel,San Martín de los Andes,AndesTrack,https://imgix.swoop-patagonia.com/SWO_3_RTD_Casa-Eugenia.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,La Cascada,"This is a good option for people who want to stay in a nice area with great 180-degree views of Nahuel Huapi Lake. It's outside of Bariloche so is much quieter than being in town and there is a bus which you can catch close to the hotel. They have comfortable beds, very friendly staff and a nice garden/grounds/beach. There are also opportunities to relax with a sauna, indoor pool and wine bar on site.",Arg Lakes,Standard Hotel,Bariloche ,AndesTrack,https://imgix.swoop-patagonia.com/SWO_3_RTD_La-Cascada-bariloche.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,La Ernestina,"Estancia La Ernestina is located on private land at Punta Norte, where the orcas come to hunt sea lion pups in March/April. The estancia has a private penguin colony with over 140,000 pairs, as well as sea lions, southern right whales and elephant seals on it's coastline. Open from from 1st March to 10th May and 1st October to 1st December.",Peninsula Valdes,Estancia,Valdés Peninsula,Causana Viaje,https://imgix.swoop-patagonia.com/HTL_3_HTL_RTD_ERNESTINA.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,La Estepa,"A great budget option for your time in El Calafate, this hotel is one of the furthest from town and wonderfully immersed in the steppe scenery, just as its name suggests. This cozy country lodge hotel is simple yet comfortable and is within walking distance from the Glaciarium museum. Town is a short taxi ride away, but with the in-house restaurant serving tasty food, you may prefer to stay and enjoy the uninterrupted views of the lake.",Los Glaciares,Standard Hotel,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/ESTEPA_4_ESTEPA_RTD_LA-ESTEPA.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,La Factoría Park,"At La Factoria, the accommodation is a mountain refuge with 3 shared bedrooms, 2 shared bathrooms, a common area with a kitchen, wood stove and nice views to the fjord. It is comfortable and clean.",CL Lakes,Refugio,Puerto Varas,Birds Chile,https://imgix.swoop-patagonia.com/La-Factoria-Park.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Balsas Relais & Châteaux,"Located on the shores of Lake Lacar, this luxurious boutique hotel offers views of the lake and surrounding mountains. It features elegant accommodations, fine dining, and a focus on personalized service, making it a serene getaway for those looking to explore the natural beauty of Patagonia while being close to the charming town of San Martín. While it's farther from Bariloche — about 120 km (75 miles) — Las Balsas is ideally positioned for guests wishing to enjoy the tranquillity of the region.",Arg Lakes,Premium Boutique Hotel,Villa La Angostura,Andestrack,https://imgix.swoop-patagonia.com/RTD_LasBalsas-Website-image.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Hayas,"Tucked into the forested hills above Ushuaia, Las Hayas offers spacious rooms with sweeping views. The spa is big, well-equipped, and the indoor pool is excellent. There are plenty of activities to book—both free and paid—and the staff are all helpful and friendly. If you’re looking to be surrounded by green and mountains, away from the city, it’s a great spot. It also comes in at around 50% of the cost of Arakur or Cauquenes.",Tierra del Fuego,Boutique Hotel,Ushuaia,Tierra Turismo,https://imgix.swoop-patagonia.com/SWO_4_Felipe_ALL_LasHayas.jpeg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Las Lengas,"For an economic option in Ushuaia, Las Lengas provides a comfortable place to base yourself during your stay in the city. The Rooms are compact and very modern, with the main attraction being the public areas and bar with magnificent views over the Beagle Channel. Remodelled about 10 years ago, this hotel boasts a contemporary energy-efficient construction and design and is a 5 minute walk from most attractions and restaurants.",Tierra del Fuego,Standard Hotel,Ushuaia,Tierra Turismo,https://imgix.swoop-patagonia.com/LasLengas_5_LasLengas_RTD_Foyer.png,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Le Chatelet Hotel,"This friendly and comfortable hotel in the heart of San Martin de los Andes has rooms which overlook the surrounding mountains. Use Le Chatelet Hotel as a base for exploring the region's lakes and mountains, or come here to relax in the peaceful surroundings and enjoy the hotel's spa facilities and treatments.",Arg Lakes,Standard Hotel,San Martín de los Andes,AndesTrack,https://imgix.swoop-patagonia.com/Hotel-le-Chatelet.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Le Reve Hotel,"This boutique hotel, strategically located in central Providencia, near the metro and many restaurants and shops, is an ideal base for visitors to the city. Le Reve combines French architecture with a contemporary style, making it very appealing. With over 30 rooms, some overlooking the interior garden, and all equipped with air-conditioning and a full set of amenities, this hotel suits all types of travellers.",Santiago,Premium Boutique Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/LEREVE_5_LEREVE_RTD_Le-Reve-Hotel.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Legado Mitico,"This luxury hotel offers a unique experience. With just nine rooms, it offers a very intimate, peaceful experience. The hotel rooms all have different names (rather than numbers) and themes. One of the rooms is called 'La Primer Dama' ('The First Lady'), a room themed around Evita Peron. The touches are subtle and include photos of her life, a cabinet above the bath of replica possessions and a bodice with pearls above the fireplace. There is a spacious outside terrace on the ground level and a sun deck on the roof. The hotel is located close to bars, restaurants and the subway.",Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/legado_mitico_3.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Llao Llao Resort,"A renowned luxury retreat nestled in the Lake District, 15 miles from Bariloche. Surrounded by the Andean peaks, lush forests, and the tranquil waters of Lake Nahuel Huapi, the resort is celebrated for its setting and world-class amenities. The property combines rustic charm with refined elegance, offering an 18-hole golf course, a relaxing spa, gourmet dining, and outdoor activities like trekking, skiing, and water sports. We recommend the Moreno Wing rooms, given their more modern and spacious design. If not staying here as a guest we highly recommend heading here for afternoon tea (booking in advance is required).",Arg Lakes,Luxury Lodge,Bariloche ,AndesTrack,https://imgix.swoop-patagonia.com/SWO_4_SWO_ALL_RUTA-40-Bariloche-behind-Llao-Llao.JPG,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Loi Suites,"Tucked away in this upscale district of Buenos Aires, Loi Suites Recoleta offers a luxurious stay for travellers seeking comfort and a prime location. This 4-star hotel boasts spacious and elegantly decorated rooms, perfect for unwinding after a day of exploring the city. Beyond the plush accommodations, guests can take advantage of the hotel's sparkling indoor pool, a welcome amenity for those seeking relaxation. The hotel's enviable location places you just steps away from the iconic Recoleta Cemetery and a vibrant collection of shops, restaurants, and cultural attractions.",Buenos Aires,Premium Hotel,Buenos Aires,H&T,https://imgix.swoop-patagonia.com/SWO_RTD_4_Loi-Suites-Recoleta.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Los Canelos,"Set in a charming house overlooking the valley, Los Canelos, is a cosy three-star hosteria, 200m from Calafate Creek. It has a good restaurant and a continental breakfast is provided. Try to take advantage of the sun terrace. There is also a wine bar boasting a wide variety of wines from local and international cellars.",Los Glaciares,Standard Hotel,El Calafate,Walk Patagonia,https://imgix.swoop-patagonia.com/SWO_4_ALL_ChloeMazille-calafate-canelos-hotel.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Los Cauquenes Resort,"The hotel is one of only a handful of places that sits on the shore of the Beagle Channel and is certainly the most luxurious. From your room, you can gaze across one of the most dramatic stretches of water in Patagonia, enjoying the unique birdlife that frequents these shores and the distant mountains of Isla Navarino. Los Cauquenes is traditional yet comfortable and spacious, and there’s a spa for resting your legs after a day exploring the national park. Just 6km west of Ushuaia, nip into town with an easy 15-minute journey by shuttle bus or taxi.",Tierra del Fuego,Premium Hotel,Ushuaia,Tierra Turismo,https://imgix.swoop-patagonia.com/Los-Cauquenes_4_RTD_excursion.jpg,https://imgix.swoop-patagonia.com/Los-Cauquenes_4_RTD_food.jpg,https://imgix.swoop-patagonia.com/LOSCAUQ_5_LOSCAUQ_RTD_Afternoon-Tea-1.jpg,https://imgix.swoop-patagonia.com/SWO_4_Sydney_ALL_Cauquenes-bar.JPG,https://imgix.swoop-patagonia.com/SWO_4_ALL-MikePoppe-Los-Cauquenes-hotel-Ushuaia-no-cap.webp,FALSE,TRUE,TRUE,FALSE,TRUE,Included,Included,Included,Included,Included,Included,Included,TRUE,Included,TRUE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,TRUE,90,2000,,12:00:00,10:00:00,David,2024-12-01,,Nicolas,2024-12-01,,Sydney,2024-10-01,,"<ul><li>Very tranquil while being just 15 minutes from the centre of town.</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">Fantastic views throughout the resort, afforded by wide windows and a communal glass room enhancing the edge-of-the-earth feel.</li><li>An authentic Argentine experience with a touch of luxury, great food and fantastic wine lists.</li><li>Good spa facilities that will be improved later in 2025.</li><li>Walk along the private beach by dawn, day or dusk and witness the extraordinary birdlife that visits the waters and Isla Navarino mountains.</li><li>The inviting interior is rustic and homely in style, perfect for reflecting on a day spent on one of the many excursions offered.&nbsp;</li><li>It has its own boat! Akawaia is an exclusive vessel for experiences on the Beagle Channel, including wildlife observation tours and gourmet meals aboard.</li></ul>","<ul><li>We think Cauquenes is suited to someone who prefers smaller hotels / a more boutique style with character.&nbsp;</li><li>Standard rooms may not have a view of the mountains/Beagle Channel—so we'd recommend upgrading to one of the premium options.</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">Thin walls in some of the rooms can lead to disruption</li><li>If you don’t want to take the shuttle (which goes every hour) into town, you are better off choosing somewhere within walking distance.&nbsp;</li><li>Rates vary enormously throughout the season.</li></ul>",,Nicolas Sorhaburu,"During your stay at this resort, you can partake in a range of Swoop’s Ushuaia-based excursions. In addition to these, I really liked the ones onboard the Cauquenes exclusive boat ‘Akawaia’, which is a great premium option for enjoying tours on the Beagle Channel. I also love the fact that you can hike up to Monte Susana from the hotel!",,,,,12:00,10:00
,Los Cerros,"Located on a high point in the town, Los Cerros has great views of the Las Vueltas river valley and surrounding landscape. There are four room types - all are spacious with simple, stylish decor featuring plenty of exposed wood. There are several comfortable shared areas in the hotel for relaxing. The superb restaurant serves contemporary food from Patagonian products which can be paired with a choice of over 120 wines from the hotel’s cellar.",Los Glaciares,Premium Hotel,El Chalten,Walk Patagonia,https://imgix.swoop-patagonia.com/CERROS_4_CERROS_RTD_Standard-room-at-Los-Cerros.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Los Raices B&B,"A great location, with a superb in-house restaurant serving a brilliant breakfast, and very attentive and helpful staff.",Aysen,Boutique Hotel,Coyhaique,Senderos Aysen,https://imgix.swoop-patagonia.com/HOTEL_4_HOTEL_RTD_Los_Raices_BB_Coyhaique.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Maison Italia 1029,"This boutique hotel is located in the Barrio Italia area of Providencia. This relaxed area has numerous Italian restaurants and wine bars centred on Santa Isabel St. The hotel has just six guest rooms, most with private terraces. There is contemporary decor throughout and the well-appointed rooms have WiFi, air-conditioning and safe boxes. On the ground floor is a stylish café serving breakfasts, lunches and snacks.",Santiago,Premium Boutique Hotel,Santiago,Southbound,https://imgix.swoop-patagonia.com/ITALIA_4_ITALIA_RTD_Maison-Italia-1029-Hotel.jpg,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,No,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
,Mallín Colorado Lodge,"Stay in one of Mallin Colorado Lodge's rustic cabins in the woods overlooking Lago General Carrera on your trip along the Carretera Austral. There are four smaller cabins accommodating two to six guests and the newly built Casa Lenga for up to twelve people. Each has a woodburner inside plus private terrace where you can just sit back and soak up the mountain views. It's the ideal base for visiting the Marble Caves, being only 40 minutes by car from the beginning of the excursion. as well as being in prime position to explore the Exploradores Glacier near Laguna San Rafael National Park. Equally, there are some great hiking trails surrounding the lodge to discover.",Aysen,Lodge,Aysen,Senderos Aysen,https://imgix.swoop-patagonia.com/SWO_5_ALL_BURNHAM_MALLINCOLORADO-EXTERIOR.jpg,https://imgix.swoop-patagonia.com/SEND_5_SEND_RTD_MALLIN-BREAKFAST.jpg,https://imgix.swoop-patagonia.com/SWO_5_HarrietPike_MallinColorado_Lounge.jpg,https://imgix.swoop-patagonia.com/SWO_4_Sydney_MallinColorado_Lounge.JPG,https://imgix.swoop-patagonia.com/SWO_4_Sydney_MallinColorado_exterior.JPG,TRUE,FALSE,TRUE,FALSE,FALSE,No,No,No,No,No,No,No,FALSE,Included,FALSE,"Breakfast, Lunch, Dinner, Snacks",,TRUE,FALSE,32,,,15:00:00,11:00:00,Alicia,2025-04-01,,Lujan,2025-04-01,,Sydney,2023-10-01,,"<ul><li>Run by seven brothers and sisters, Mallin Colorado is a home away from home.</li><li>The location is ideal for exploring the Marble Caves, Patagonia National Park and the best views of the Northern Patagonian Icefield without hiking for very long.&nbsp;</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">They have 500 hectares of private land - you can hike or horse ride (guided rides are offered daily and included in your stay).</li><li style=""--tw-ring-offset-color: #fff; --tw-ring-color: rgba(66, 153, 225, 0.5); --tw-ring-offset-shadow: 0 0 #0000; --tw-ring-shadow: 0 0 #0000;"">Enjoy delicious, home-cooked meals.</li><li>You have sweeping views of the cerulean blue lake from all angles.</li></ul>","<ul><li>We wouldn't class it as an Ecolodge, despite some attempts to be more sustainable.</li><li>The staff could be more proactive with service but friendly if you ask for help.</li><li>There is no WIFI in the cabins (only in the main lodge).</li></ul>",,Zoe Winterbotham,"You feel like you're a million miles from civilization, and yet you've got comfortable rooms, modern amenities and good food. It's a place to embrace a true off-the-beaten-track experience.",https://www.youtube.com/watch?v=76QtQ-HDdYk,,,,15:00,11:00
